date,feature_index,CO
2026-07-25T00:00:00.000Z,0,0.029049662873148918
2026-07-26T00:00:00.000Z,0,0.028797533363103867
2026-07-22T00:00:00.000Z,0,0.03375256806612015
2026-07-29T00:00:00.000Z,0,0.03138861432671547
2026-07-23T00:00:00.000Z,0,
2026-07-27T00:00:00.000Z,0,
2025-12-04T00:00:00.000Z,0,
2025-12-05T00:00:00.000Z,0,
2025-12-02T00:00:00.000Z,0,
2025-12-06T00:00:00.000Z,0,
2025-12-09T00:00:00.000Z,0,
2025-12-08T00:00:00.000Z,0,0.02187616191804409
2025-12-03T00:00:00.000Z,0,
2025-12-07T00:00:00.000Z,0,0.034044377505779266
2026-03-26T00:00:00.000Z,0,0.026181994006037712
2026-03-30T00:00:00.000Z,0,
2026-03-24T00:00:00.000Z,0,
2026-03-31T00:00:00.000Z,0,
2026-03-28T00:00:00.000Z,0,
2026-03-27T00:00:00.000Z,0,0.029239913448691368
2026-03-25T00:00:00.000Z,0,
2026-03-29T00:00:00.000Z,0,0.03203758969902992
2026-08-16T00:00:00.000Z,0,0.036737002432346344
2026-08-21T00:00:00.000Z,0,0.02558199129998684
2026-08-18T00:00:00.000Z,0,0.02898835763335228
2026-08-15T00:00:00.000Z,0,0.033711835741996765
2026-08-19T00:00:00.000Z,0,0.02406434901058674
2026-08-22T00:00:00.000Z,0,0.033007919788360596
2026-08-17T00:00:00.000Z,0,0.031650301069021225
2026-08-20T00:00:00.000Z,0,0.02562927082180977
2025-09-03T00:00:00.000Z,0,0.02017512172460556
2025-09-04T00:00:00.000Z,0,0.02998923324048519
2025-09-02T00:00:00.000Z,0,0.020387468859553337
2025-08-29T00:00:00.000Z,0,0.02399030514061451
2025-08-30T00:00:00.000Z,0,0.028700271621346474
2025-08-28T00:00:00.000Z,0,0.02513682097196579
2025-08-31T00:00:00.000Z,0,0.027549641206860542
2025-09-01T00:00:00.000Z,0,0.02366855926811695
2025-10-18T00:00:00.000Z,0,
2025-10-19T00:00:00.000Z,0,0.03092830628156662
2025-10-22T00:00:00.000Z,0,
2025-10-16T00:00:00.000Z,0,0.022077413275837898
2025-10-20T00:00:00.000Z,0,
2025-10-15T00:00:00.000Z,0,
2025-10-21T00:00:00.000Z,0,
2025-10-17T00:00:00.000Z,0,0.029422683641314507
2026-01-03T00:00:00.000Z,0,0.028461840003728867
2026-01-04T00:00:00.000Z,0,
2026-01-06T00:00:00.000Z,0,
2026-01-10T00:00:00.000Z,0,
2026-01-07T00:00:00.000Z,0,
2026-01-08T00:00:00.000Z,0,
2026-01-05T00:00:00.000Z,0,
2026-01-09T00:00:00.000Z,0,
2026-03-08T00:00:00.000Z,0,0.032007139176130295
2026-03-09T00:00:00.000Z,0,
2026-03-12T00:00:00.000Z,0,0.02819736860692501
2026-03-10T00:00:00.000Z,0,0.02684636600315571
2026-03-13T00:00:00.000Z,0,0.0233767107129097
2026-03-15T00:00:00.000Z,0,0.03242095932364464
2026-03-11T00:00:00.000Z,0,
2026-03-14T00:00:00.000Z,0,0.031111598014831543
2026-03-19T00:00:00.000Z,0,
2026-03-16T00:00:00.000Z,0,0.026574954390525818
2026-03-21T00:00:00.000Z,0,
2026-03-22T00:00:00.000Z,0,
2026-03-23T00:00:00.000Z,0,
2026-03-20T00:00:00.000Z,0,
2026-03-17T00:00:00.000Z,0,
2026-03-18T00:00:00.000Z,0,0.027354586869478226
2025-09-30T00:00:00.000Z,0,
2025-10-01T00:00:00.000Z,0,
2025-10-02T00:00:00.000Z,0,0.023690175265073776
2025-10-06T00:00:00.000Z,0,0.027373848482966423
2025-10-04T00:00:00.000Z,0,0.031227508559823036
2025-10-03T00:00:00.000Z,0,0.02911793440580368
2025-10-05T00:00:00.000Z,0,0.03126665949821472
2025-09-29T00:00:00.000Z,0,
2025-11-10T00:00:00.000Z,0,
2025-11-14T00:00:00.000Z,0,
2025-11-12T00:00:00.000Z,0,
