abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
8.004483812520137e-07,0.015740435761472327,11.0,2.193009263704147e-09,166.6274749901177,8.261699258582667e-05,4.304078602292036e-05,4.2818150541279464e-05,-1.074266492651077e-05,1.8289564610563453e-05,3.345081736439751e-10,1.0650859251687135,365.0000000236696,0.015027322404371584,4.262600214133272e-05,182.5,16798.33038578079,0.9993583051330969,0.00273224043715847,1.7864516865906903,4.060514670527482e-05,0.0,0.8803015029826863,2.93190165393753e-05,-0.7653806440586406,0.15300546448087432,0.718735662231064,0.4207650273224044,84.43438787262676,-2.488890466514544,1.527524349419392e-05,7.365990754743968e-06,-2.903823470872229e-08,1.4418096179724673e-05,4.4233929656911675e-06,4.0165780644332047e-07,0.04918032786885246,17.634818598055492,0.8092219596587233,60.0,18.0,1.021493424787648,9.335965751233744e-05,60.0,0.24863387978142076,4.6765558214510725e-05,-0.04842395749915728,-3.355667328498242e-08,0.11698778107158503,-2.117715250437212,-2.776739725085843,0.6253514711926725,2.953248019217717,57.0,0.4207650273224044,0.0,1.0989809936527493,-0.034323717128883595,0.14259013032854895,0.24747288430100878,4.3894200449494655e-10,0.0026885866254815483,1.4975436285281366e-06,2.5126260630166876e-05,2.1182052206750783,2.5073567339580214e-05,6.999157610512321e-10,2.0
